Designator,Mid X,Mid Y,Rotation,Layer
C1,-1.43,-4.92,180,Top
C2,1.91,-4.92,0,Top
C3,-1.43,-6.19,180,Top
C4,1.91,-6.19,0,Top
IC1,0,10.48,270,Top
R1,-8.57,15.56,0,Top
R2,8.57,15.56,180,Top
R3,-8.57,11.75,0,Top
R4,8.57,11.75,180,Top
R5,-8.57,9.84,0,Top
R6,8.57,9.84,180,Top
R7,-8.57,6.03,0,Top
R8,8.57,6.03,180,Top
R9,-8.57,4.13,0,Top
R10,8.57,4.13,180,Top
R11,-8.57,0.32,0,Top
R12,8.57,0.32,180,Top
R13,-8.57,-1.59,0,Top
R14,8.57,-1.59,180,Top
R15,-8.57,-5.4,0,Top
R16,8.57,-5.4,180,Top
