Comment,Footprint,Designator
,M03X2,JP1
100n,C-USC0603,C1
150,R-US_R0603,"R1, R2, R3, R4, R5, R6, R7, R8, R9, R10, R11, R12, R13, R14, R15, R16"
3.3u,C-USC0603,"C2, C3, C4"
MCP23S17SS,MCP23S17SS,IC1
WP115VEGW,LED-BICOLOR-THROUGHHOLE,"LED1, LED2, LED3, LED4, LED5, LED6, LED7, LED8"
