Comment,Footprint,Designator
,AVR_SPI_PRG_6PTH,J2
,TAC_SWITCHPTH,"SW1, SW2"
100n,C-USC0603,"C1, C2, C3, C4"
10k,R-US_R0603,"R3, R5, R7"
10u,CPOL-USB,C5
1N4148,DIODE-SOD323-W,D1
1k,R-US_R0603,R11
20k,R-US_R0603,"R4, R6, R8, R9, R10"
220,R-US_R0603,R1
4.7k,R-US_R0603,R2
4024D,4024D,IC1
6N137,6N137SMT,OK1
74LS86D,74LS86D,IC2
AD8532,TL072D,IC3
M01PTH,M01PTH,"JP1, JP2"
PJ301WQP,PJ301WQP,J1
