Designator,Mid X,Mid Y,Rotation,Layer
C1,18.26,104.46,90,Top
C2,25.08,104.14,180,Top
C3,31.59,103.03,270,Top
C4,32.7,103.03,270,Top
C5,18.41,98.58,180,Top
C6,3.18,94.61,90,Top
C7,26.99,92.39,180,Top
C8,25.08,90.96,0,Top
C9,20.8,90.96,180,Top
C10,4.13,89.69,180,Top
C11,27.31,88.27,270,Top
C12,19.05,88.11,90,Top
C13,27.3,85.57,270,Top
C14,19.05,85.41,270,Top
C15,8.26,84.45,270,Top
C16,8.26,79.22,90,Top
C17,23.97,79.22,90,Top
C18,33.02,76.84,0,Top
C19,12.07,74.93,90,Top
C20,20.96,74.93,270,Top
C21,11.43,69.85,270,Top
C22,21.27,67.79,180,Top
C23,12.38,64.77,270,Top
C24,20.64,63.98,90,Top
C25,14.61,60.96,90,Top
C26,33.97,59.85,90,Top
C27,25.72,58.26,90,Top
C28,34.45,56.67,270,Top
C29,25.24,56.04,90,Top
C30,33.5,53.18,0,Top
C31,33.97,42.7,180,Top
C32,28.42,41.75,270,Top
C33,30.16,41.75,90,Top
D1,2.86,102.23,90,Top
D2,3.18,84.45,90,Top
D3,15.88,61.01,90,Top
D4,15.88,58.63,90,Top
D5,31.59,49.48,270,Top
D6,30.48,49.48,270,Top
D7,26.4,48.58,0,Top
D8,26.46,42.7,180,Top
D9,26.35,31.75,270,Top
D10,2.22,31.75,270,Top
D11,14.29,31.75,270,Top
D12,26.35,17.15,270,Top
D13,14.29,17.14,270,Top
D14,2.22,17.14,270,Top
IC1,23.81,98.43,270,Top
IC2,23.18,87.63,270,Top
IC3,6.03,84.14,90,Top
IC4,33.34,79.38,0,Top
IC5,16.51,77.47,270,Top
IC6,16.51,64.77,270,Top
IC7,29.85,56.04,270,Top
IC8,29.85,45.72,270,Top
L1,3.59,98.43,180,Top
L2,6.89,94.3,0,Top
P1,6.99,96.84,90,Top
Q1,13.81,70.48,0,Top
Q2,18.57,69.37,0,Top
R1,28.26,103.03,270,Top
R2,29.37,103.03,90,Top
R3,30.48,103.03,270,Top
R4,33.81,103.03,270,Top
R5,34.92,103.03,270,Top
R6,18.26,102.24,270,Top
R7,19.37,102.23,90,Top
R8,35.08,101.44,0,Top
R9,36.35,99.54,270,Top
R10,36.35,97.31,90,Top
R11,18.89,97,270,Top
R12,36.83,95.73,180,Top
R13,18.89,95.25,0,Top
R14,36.35,94.14,90,Top
R15,18.89,93.98,180,Top
R17,36.51,88.58,270,Top
R18,36.51,86.36,90,Top
R19,6.35,86.36,0,Top
R20,10.48,81.92,0,Top
R21,31.12,77.47,270,Top
R22,12.07,80.01,270,Top
R23,20.96,80.01,270,Top
R24,22.07,80.01,270,Top
R25,10.48,79.38,180,Top
R26,10.48,78.11,180,Top
R27,12.07,77.47,270,Top
R28,20.96,77.47,90,Top
R30,21.27,68.9,0,Top
R31,11.75,67.95,0,Top
R32,14.29,67.95,0,Top
R33,11.75,66.67,0,Top
R34,21.27,66.67,180,Top
R35,21.27,65.56,180,Top
R36,11.27,63.18,270,Top
R37,18.41,61.6,0,Top
R38,11.27,60.96,270,Top
R39,12.38,60.96,90,Top
R40,13.49,60.96,90,Top
R42,28.42,59.85,270,Top
R43,32.86,59.85,90,Top
R44,29.53,59.85,270,Top
R45,30.64,59.85,270,Top
R46,31.75,59.85,270,Top
R47,24.61,58.26,90,Top
R48,26.51,52.07,180,Top
R49,33.5,52.07,0,Top
R50,26.51,53.18,0,Top
R53,26.51,49.69,0,Top
R54,32.7,49.37,90,Top
R55,1.91,45.09,270,Top
R56,34.45,44.93,180,Top
R57,34.45,43.82,180,Top
R58,10,41.75,180,Top
R59,17.3,42.86,0,Top
R60,33.97,41.59,180,Top
R61,10,42.86,180,Top
R62,26.04,39.53,270,Top
R63,33.5,28.58,180,Top
R64,8.26,14.29,0,Top
R65,10.79,12.07,180,Top
R66,23.5,12.07,180,Top
R67,34.93,12.07,180,Top
R68,30.48,51.12,180,Top
R69,28.89,49.85,0,Top
R70,25.4,46.04,90,Top
